date,produced,mining.value,destroyed
2020-03-21,3485063092063.464,1384559699605.645,1776329828804.65
2020-03-22,4020702642113.3955,1546218695990.9248,2551424761953.22
2020-03-23,3887718523884.048,1180624136801.2878,
2020-03-24,3724804901039.5767,1097890903283.1356,1781513433635.96
2020-03-25,3467596609148.314,1178262719511.0867,1166878459290.14
2020-03-26,3911002038773.623,1178798396581.4587,1394873852537.35
2020-03-27,3882832686684.596,1342441736496.0977,1326569158498.59
2020-03-28,3967715715014.4536,1581399927713.1482,1984501635402.34
2020-03-29,4185324410994.4155,1444578842221.9868,1943281420242.95
2020-03-30,3809422981332.2515,1162682288896.6362,1563723265091.1
2020-03-31,3519194966210.463,1184761442321.2222,1432374950267.65
2020-04-01,3552832645553.701,1189641540550.7412,1429103332169.49
2020-04-02,4053249077111.944,1102807200833.4521,1287430356464.34
2020-04-03,4122545896787.448,1356439974268.4915,1326873976731.05
2020-04-04,4360088101596.867,1789272820263.9658,1849608344274.32
2020-04-05,4454984191218.737,1539033222575.9282,1895322905114.87
2020-04-06,4146669412363.3916,1032647435704.049,1412309550827.93
2020-04-07,3569338444450.724,1045350035224.5098,1421208730110.13
2020-04-08,3942273371228.8604,1105987346157.6794,1400501247776.07
2020-04-09,3715176820225.2617,1029896026937.8893,1437786887446.28
2020-04-10,4151157341222.0474,1149110729764.4968,1736664371171.92
2020-04-11,4557064623568.738,1175739227876.979,1731072722347.41
2020-04-12,4684611567247.872,1080471308665.9534,1813014214604.13
2020-04-13,4205821823813.164,,1480130245387.6
2020-04-14,4979053926467.995,1138248752099.9902,1404858317380.44
2020-04-15,3954988497540.849,915386808676.5135,1370589563043.27
2020-04-16,3998446453355.06,874160812919.2405,1515251305817.92
2020-04-17,3808141972416.1367,1073655374242.508,1540817128331.91
2020-04-18,4354659763434.124,1146238202158.6233,1874112723304.95
2020-04-19,4163079791954.3516,1150884324600.9773,1982662747371.99
2020-04-20,4213009756856.6133,,1229265106712.04
2020-04-21,3797910171349.093,1040959593996.8861,1362629120645.34
2020-04-22,4193046555202.7827,1011085211058.1926,1270236797160.26
2020-04-23,4004622023220.494,977004606932.575,1528074127795.76
2020-04-24,4235810028939.966,1002716685176.4313,1393956107796.28
2020-04-25,4446704391333.678,1175398909297.647,1801651230551.13
2020-04-26,4349929847099.3853,1142999320917.4119,1947245605027.74
2020-04-27,4461577995757.282,969718885636.2557,1243914078745.14
2020-04-28,4273222768410.567,997876805972.3667,1309908306929.1
2020-04-29,4456921001348.473,894218406412.03,1137598965804.06
2020-04-30,4426219840733.025,979733158139.4219,1212997907456.34
2020-05-01,4079767895975.7466,1023446893740.6731,2628857050285.77
2020-05-02,4231999758741.561,1115853820641.8628,1774686555515.27
2020-05-03,4328019089017.24,991245947531.494,1293776366727.16
2020-05-04,3621640060095.3086,845050338307.7382,1240422567540.86
2020-05-05,4516127916983.159,1059041060748.8358,1304863482101.82
2020-05-06,3894190593001.603,1047233459226.2673,1168743122784.05
2020-05-07,4217748461363.4067,1014087786867.1506,1183130932563.99
2020-05-08,3645552636757.1816,1034703931563.4906,1280345787331.34
2020-05-09,3803474801194.4683,1203213053338.5876,1778356251125.22
2020-05-10,4387105209527.154,1199517432120.5347,1511691973906.61
2020-05-11,4095377957802.1235,953911217362.0878,1158674592230.68
2020-05-12,3681261867328.631,999926907749.0782,1379121724799.29
2020-05-13,3851210828211.4155,997849096600.9513,1277044287548.34
2020-05-14,3867107544089.595,973304708503.2169,1214990479748.47
2020-05-15,4110640265905.2305,1127199454842.008,1406611662238.35
2020-05-16,3778855151318.618,1349908044481.1995,2061847650331.67
2020-05-17,4062443341608.518,1174522382388.5132,1555722834753.83
2020-05-18,4087263268864.845,979054333872.0354,1160831734564.48
2020-05-19,3874236772899.079,949782027579.9891,1108945857628.04
2020-05-20,3691309146579.7153,1036057599818.3713,1305710869345.45
2020-05-21,3780432937608.639,1021762028149.4097,1366778461773.15
2020-05-22,3902498613689.6753,1112074509373.7764,1356585297983.09
2020-05-23,4057048865705.9033,1218892272815.491,1680470619511.05
2020-05-24,4203313481977.3403,808706252301.9778,1708427552246.83
2020-05-25,3950521516287.0093,752736752432.4187,1569590076774.84
2020-05-26,3660249973808.269,784860269462.4077,1029219665079.46
2020-05-27,3530023049011.1216,802253820434.1501,1076435635561.49
2020-05-28,3679017797771.1055,762050511376.7877,1340300175705.45
2020-05-29,3805517810768.7095,913629158402.0236,1427134712996.07
2020-05-30,3776670159621.93,976903882873.4011,1614824587621.75
2020-05-31,3703868428347.2544,994820258071.5654,1588685641984.27
2020-06-01,3794025081014.3047,935011191317.9858,950959433996.22
2020-06-02,3524626053155.378,807445168008.1287,2394004834890.58
2020-06-03,3740525278220.4883,756945909198.8279,3910652360442.87
2020-06-04,3728191545939.7266,825501226265.6234,2319616201026.5
2020-06-05,3925768131787.8423,758378237996.4382,2326804712712.29
2020-06-06,4180811660972.0684,877218105335.4155,2240488395154.38
2020-06-07,3932092993388.996,871244177156.2715,2099642529135.47
2020-06-08,3704432001368.4507,766091748580.6534,1249410799740.81
2020-06-09,3764054495012.632,829763493295.5256,1181555231991.21
2020-06-10,3310967464343.58,789801918499.09,1517616378566.12
2020-06-11,3366115931436.4336,853419575165.1438,1048189359944.33
2020-06-12,3483380121464.7295,880116870598.1229,1148151252678.24
2020-06-13,3382103902067.136,932188629250.7008,1513516311814.45
2020-06-14,3750686957493.1377,870668248562.2338,1559297278174.14
2020-06-15,3848170588359.8667,850481194855.5322,1015711808902.09
2020-06-16,3487989548406.4697,810777999153.9908,1109129552313.01
2020-06-17,3632127929742.651,802739793161.9403,995786576837.0
2020-06-18,3671574246851.919,796412457637.1941,1022430316255.45
2020-06-19,3718123553856.68,811311884091.7867,1289041438683.76
2020-06-20,3612899398590.386,906524924643.6439,1494171158196.77
2020-06-21,4019697290773.8325,875818707688.9342,1527964775370.97
2020-06-22,3528146762640.3022,884385040971.9297,1494638472010.91
2020-06-23,3771160551924.522,824699880469.0624,968104238767.25
2020-06-24,3721172252028.1714,742892491563.9576,1369127127885.77
2020-06-25,3749021129417.154,968563575052.9979,985912616229.78
2020-06-26,3710103473954.276,1153239224826.7043,1076057262322.4
2020-06-27,4099017237879.9233,1064999147871.4556,1183364770713.85
2020-06-28,3947243332111.753,1029134558025.7095,1775481480174.26
2020-06-29,3852508267181.755,890517173628.3202,1031702449619.82
2020-06-30,3822883156610.8555,859875396410.5352,1218846275511.19
2020-07-01,4052846735583.711,825935082327.1028,950869597113.02
2020-07-02,3920894362690.537,957643637986.2926,957374283286.51
2020-07-03,3921377594242.343,846670963568.7885,1059114950220.52
2020-07-04,4208515417827.357,924612672489.2645,1320813416941.14
2020-07-05,4489419915452.3955,792921085973.8376,1368645766076.35
2020-07-06,4004604378267.0303,800149682817.9877,1040844475446.1
2020-07-07,3989699467677.384,800088699196.6838,1048324991007.71
2020-07-08,3835622900236.5967,853098295375.6582,1077402098496.64
2020-07-09,4130405729188.38,944819027801.4373,956314327546.83
2020-07-10,4247788489397.2686,870854119626.1322,
2020-07-11,3640296606322.534,1053793060843.5269,1407931080193.92
2020-07-12,4053429164943.784,970772439442.1023,1450338462722.94
2020-07-13,3579096084098.469,1051732737027.5884,1039069671965.67
2020-07-14,3535523802712.7183,1040571450658.362,1135197875773.32
2020-07-15,3644643772696.844,937183797859.4155,1016759621396.95
2020-07-16,4644264603881.508,1097870580270.3804,1426215420325.8
2020-07-17,3281035174154.2827,948445458651.6395,940859126396.1
2020-07-18,3687007353062.7993,1088367689361.5107,1645282492386.94
2020-07-19,3652742155375.916,1019501574422.4476,1397127089076.56
2020-07-20,3697237877396.306,1025843084559.3198,1164692562907.48
2020-07-21,3568392398324.3677,973318469204.284,995305879751.54
2020-07-22,3360511183711.822,951670148549.6129,977622070729.67
2020-07-23,3248549432435.7837,1187864857034.0364,834070963852.91
2020-07-24,3082940897653.6333,1026065255984.9899,1010779816287.52
2020-07-25,3323759786824.5195,1256105477948.079,1255440603535.64
2020-07-26,3387653704140.9775,1022490669081.0232,1253216273225.21
2020-07-27,3264207229487.149,1020061728709.7272,882917929094.95
2020-07-28,3258327051891.0796,963251639476.3693,982919366218.37
2020-07-29,3690978519055.414,1070499860812.6975,889710551131.57
2020-07-30,3041718188793.67,1171457475354.6477,1216968905183.97
2020-07-31,2841395176775.532,1069390753602.1339,1029153031410.78
2020-08-01,3415602715042.432,1193763043899.4749,1495546008186.29
2020-08-02,3407571284033.7363,1033885397838.3422,1437805122581.7
2020-08-03,3335535090294.4785,964581738188.3701,928856423852.38
2020-08-04,3358065269723.5,1003618819525.5183,1294402827960.86
2020-08-05,3298755041771.118,1003782632827.307,1215803872337.25
2020-08-06,2920840265983.422,1301070122392.8958,1717240630812.24
2020-08-07,3271338085705.11,1238474985233.0068,1029183299710.43
2020-08-08,3160286155802.364,1105810318894.0764,1224911127687.01
2020-08-09,3508074594575.4644,986169303213.4585,1417413659948.6
2020-08-10,3532279665232.8633,1037613663920.894,945344554294.39
2020-08-11,3250314795481.835,1023927483405.5786,1039625984894.48
2020-08-12,3024870427730.8633,,843108233898.98
2020-08-13,2933860462029.034,1021796658017.4924,834782028500.94
2020-08-14,2990062329296.2256,954453732051.0175,1158030353333.57
2020-08-15,3216568786408.1333,1021562735085.088,1378576293280.67
2020-08-16,3248595006423.988,1080548327878.5579,1197830405607.99
2020-08-17,2832351632609.4937,961067529532.851,892414026635.96
2020-08-18,3036197978331.1094,986711972170.0024,877797368861.32
2020-08-19,3071511465083.045,970962630882.983,989469011396.44
2020-08-20,2913770937735.7544,936889690520.4208,1088902338905.83
2020-08-21,2925079929335.9507,970709491231.363,1185038672341.32
2020-08-22,2824300913309.0425,1059535420692.1625,1476885434951.63
2020-08-23,3183254660487.24,1053937737582.3334,1535320981172.39
2020-08-24,3440936388118.31,992144084249.4093,1020157945402.16
2020-08-25,3391955104988.6577,1041448720982.1779,1093990990021.07
2020-08-26,2949346766178.0166,985587142952.311,1025949262041.2
2020-08-27,3401362406324.445,989926107317.1227,1079426544126.9
2020-08-28,2768973293459.675,972115877899.6472,935015712053.74
2020-08-29,3104606873393.4385,1011426746290.9888,1291732470307.42
2020-08-30,2984191845483.943,999264078618.533,1274893170515.76
2020-08-31,3277360479221.4985,1047533135733.1614,935865834462.5
2020-09-01,3027122656788.5317,968861464713.8695,914453686859.46
2020-09-02,3130925450808.6143,982348249994.7546,915996802783.45
2020-09-03,3143274795957.6055,919264482039.918,913587697718.57
2020-09-04,3040354085453.5024,902583946392.6248,1370382711239.5
2020-09-05,2818204375707.9985,1011109389667.4873,1191781549798.92
2020-09-06,3169472131098.3433,957308173531.3057,1429688251416.84
2020-09-07,2881870634340.019,1074648187901.226,993920488726.51
2020-09-08,3068264688484.541,943821112165.3241,798075870673.75
2020-09-09,3258838140371.78,927234901033.3668,827207109165.02
2020-09-10,3549878904201.169,1006245795542.4246,899916658469.79
2020-09-11,2663111195922.1753,942753003008.1511,944408626188.8
2020-09-12,3199078165712.5933,1018791126004.9215,1129617008333.23
2020-09-13,3469560994970.1826,961084531706.5426,1176605523779.23
2020-09-14,3357510744880.615,902952366599.6018,1209839894640.61
2020-09-15,3201964649140.0396,919174364361.1707,964630323184.5
2020-09-16,2938277713604.628,1008402033807.1957,960075213269.64
2020-09-17,3351144617470.83,902570078637.4519,947794331161.81
2020-09-18,2865067177802.1187,929319689013.7488,1010537664956.12
2020-09-19,3021829391121.101,1041261611760.0374,1070846842728.14
2020-09-20,3561650943970.0,1015456574682.3647,1542727598974.83
2020-09-21,2901015177656.326,558112119208.593,1113424867896.68
2020-09-22,2963984103359.023,674701362503.7322,919188520978.85
2020-09-23,2970031234510.7407,903229720122.1244,1240392610461.63
2020-09-24,2984452106037.1167,852927005536.5363,1858516817464.99
2020-09-25,2965941487520.8755,943569340815.0876,983379499434.72
2020-09-26,3474334146951.911,1061376927105.1084,1168175819750.91
2020-09-27,3271124086698.546,1016849274988.2139,1471499021780.95
2020-09-28,3442711865384.0425,953140222378.8767,1195787189005.29
2020-09-29,3161856288666.4316,1127778416879.6406,1050485011236.64
2020-09-30,3152459349729.269,1032683693545.0349,877850980095.74
2020-10-01,2932983500672.095,1147996631375.0823,953147589230.61
2020-10-02,3059070895488.316,1155919882145.7083,967565858342.6
2020-10-03,3091527811890.67,1097360886090.0121,1495457546662.2
2020-10-04,2952543507136.8525,1127252031191.2422,1220950518270.97
2020-10-05,3017307285637.695,981645347445.97,1988968076029.63
2020-10-06,2712438972501.112,975091591598.1573,1778806775739.77
2020-10-07,2685013621829.5864,1030625231891.6338,2024646085935.28
2020-10-08,3371551784502.226,1100573724662.8086,1236651276619.39
2020-10-09,3752638668120.5815,,987073479230.67
2020-10-10,3133679549154.514,1155609183810.8206,1343767294063.15
2020-10-11,3192646543805.8447,1185842377828.1755,1968286383593.08
2020-10-12,3458980378480.0645,1114482328488.2273,1077210608786.82
2020-10-13,3117633421021.37,976799982152.6471,1045550848625.24
2020-10-14,2960438411580.222,857105736884.1337,908172027775.15
2020-10-15,3259092216757.9956,879192914623.4332,4375507236333.39
2020-10-16,3119949688390.762,840244687324.1134,1591681395127.55
2020-10-17,3250363701174.6865,915716401708.4047,1737491694987.12
2020-10-18,3735938893545.633,949506940079.2864,1335858135863.81
2020-10-19,3428545762809.101,880505271777.7137,1004287754845.75
2020-10-20,3287298287048.8228,892312006737.7168,855621243136.67
2020-10-21,3313868016069.8916,833008228905.363,971905364160.51
2020-10-22,3490369704122.144,940401722850.1299,1104681389906.52
2020-10-23,3723562815615.322,825494892558.8292,986792449868.15
2020-10-24,3291212109433.862,931569872700.389,1431728745878.71
2020-10-25,3536018894955.747,918776286529.6951,1619221745250.96
2020-10-26,3643446050283.908,888704726942.9966,945794975990.81
2020-10-27,3442004762097.284,914087327683.1625,1133931775138.83
2020-10-28,3062587668814.3423,849795355411.6968,1075963980768.42
2020-10-29,2926873677857.521,778629071666.0581,1036037236291.42
2020-10-30,3363835089187.7515,777931684373.1063,1189163356997.42
2020-10-31,3042420929500.6553,859574058630.0687,1423859935412.61
2020-11-01,3392231343602.317,873465820350.853,1666561262893.88
2020-11-02,3291503147889.9277,596195001823.9003,1184043165687.61
2020-11-03,2990643464767.502,830412796771.9471,987960491152.24
2020-11-04,3032827648711.73,777156888581.0867,1302999315867.17
2020-11-05,2829270538795.2314,930080989263.6605,1163944141026.95
2020-11-06,2929701886350.602,842274983524.3219,1212345304657.51
2020-11-07,3365334833265.1924,905962149110.327,1626136275840.72
2020-11-08,3570668927090.0435,950692353388.2126,1527649316687.46
2020-11-09,3031680230624.997,786752433242.6656,1055841456091.98
2020-11-10,2881435445926.0527,758487871761.2772,1060087239631.13
2020-11-11,3224943700126.619,785613926930.686,1186776082453.86
2020-11-12,3413729124362.4736,839826354489.7379,1068439534334.96
2020-11-13,3545098448807.814,762769494061.2994,1305212242210.8
2020-11-14,3519779408755.3447,944586296490.6898,1496975844780.46
2020-11-15,3333767147251.608,1016477919407.6187,1387904669037.38
2020-11-16,2842698703655.4414,850432386522.4612,994936717661.46
2020-11-17,3022580969308.954,929984263658.406,1153895280309.5
2020-11-18,3050599052413.5967,824630273072.0563,1361966885494.67
2020-11-19,2982280114573.563,830559810183.0295,1175333282215.67
2020-11-20,3101454046486.6426,866386009702.9386,1318283969456.36
2020-11-21,3471485565307.829,815482342251.7852,1727797033714.16
2020-11-22,3293908352214.343,847733548542.3875,2175785797145.66
2020-11-23,3067148676253.9756,789138285965.736,1025353062832.47
2020-11-24,3235904590475.8896,887515620042.6309,1055715182917.21
2020-11-25,2923104297681.0337,777972769722.3748,972162092521.29
2020-11-26,3059074665538.8823,726461650373.5044,1125529978282.74
2020-11-27,2599273660676.41,779091896762.7067,1395773505911.34
2020-11-28,2934702077273.4253,809758446428.1221,1369384677033.26
2020-11-29,3227548675525.791,832681126699.9492,1289570196429.28
2020-11-30,3281975078481.8853,746024689291.125,1004744315202.51
2020-12-01,2845031939164.1865,796012964000.8698,808987738234.95
2020-12-02,2933703468121.1323,755155686780.6279,1031042706356.03
2020-12-03,2817873537845.451,,966353849475.95
2020-12-04,2850455171718.3594,,1117647539170.64
2020-12-05,2978179696123.681,827553381700.3165,1451324320341.18
2020-12-06,2860471400554.1177,810683258441.2405,1326520537855.6
2020-12-07,3137524062444.207,722270748258.1821,1089724676081.35
2020-12-08,2971085095333.5366,729128061548.1719,968491516856.05
2020-12-09,3032848881319.34,717349979793.1655,823520178316.53
2020-12-10,2702615771259.743,692211010851.6163,807729953507.09
2020-12-11,2622815498220.3706,675296386943.9508,982361936524.83
2020-12-12,2655406109880.6377,752169624438.622,1333362049000.39
2020-12-13,2925011226461.371,637841943076.997,1174569565423.57
2020-12-14,2767929466424.5454,633611805742.0502,902302432514.21
2020-12-15,2804799517665.672,658325244557.9117,983473537166.52
2020-12-16,3004981801954.737,717629922559.6693,1084291319658.83
2020-12-17,2526184484098.7485,715640658415.628,1085364460783.14
2020-12-18,2655054298795.685,652255196867.8586,1004688565465.19
2020-12-19,2444985460189.5312,697210468711.9221,1287492334878.74
2020-12-20,3320473270352.7993,737860066805.3632,1462006595893.85
2020-12-21,2811584374084.7344,642261532826.4559,1155403693706.04
2020-12-22,3100735180393.624,696957939290.9896,980552962210.54
2020-12-23,2933362260371.092,678395966127.5197,1087208590325.25
2020-12-24,2693434293721.032,664760768387.0292,1350934400888.57
2020-12-25,2611367099417.8105,624734942449.3857,880484189218.47
2020-12-26,3120224460245.5615,,1115213987229.89
2020-12-27,2943352788207.679,818687208468.5331,1141868824372.31
2020-12-28,2922124197797.812,685909394853.2324,1130284697819.36
2020-12-29,2905874650481.7646,728992636250.4778,1019251049741.1
2020-12-30,3408608937174.076,707231936288.9303,1189788701459.68
2020-12-31,2601330043344.233,615225850367.368,23256440208666.16
2021-01-01,2749190940617.054,647337320649.8323,1406464341419.33
2021-01-02,3549020397582.2935,803346554024.2975,1877331569733.25
2021-01-03,3248938200062.675,732191710194.7478,15352185000804.89
2021-01-04,3094076298585.897,702658900695.8613,1097837408888.56
2021-01-05,2887030347237.8467,744992780925.2705,1043035413311.01
2021-01-06,2663026283162.8276,741706776711.0297,1159550261223.4
2021-01-07,2912767995787.1265,750097886277.642,1059936963349.32
2021-01-08,3056802072597.9214,804606907541.8182,1426314932957.23
2021-01-09,3021276420055.686,845754900429.4381,1358198214084.11
2021-01-10,3008907288463.4507,767774776148.4504,1812179271696.67
2021-01-11,2979500207270.4565,783856696565.0212,979871430142.66
2021-01-12,3094614595279.3906,737069907391.7853,1022391380429.7
2021-01-13,2937113928130.434,754615419478.4558,970673770654.1
2021-01-14,3219881041892.8438,773936833144.3522,1091631509666.98
2021-01-15,2795095381984.0264,771651938106.2207,1096731622614.2
2021-01-16,3032374755718.4546,805218245415.5142,1519167801750.85
2021-01-17,3730707154181.1245,766838326643.0018,1352874578931.41
2021-01-18,3084490562375.9844,785740109411.4828,1142655959148.71
2021-01-19,2991227467600.535,785790262739.3633,1018277731780.16
2021-01-20,2894432928177.574,781077802693.4792,1419754231954.49
2021-01-21,2918659482680.5054,731705868944.6118,1002053700395.63
2021-01-22,2917596504085.513,744255511574.1985,984252538396.65
2021-01-23,2856347731409.915,791936252937.3766,1526832309625.81
2021-01-24,3237938615623.3853,816383850819.2656,1456708651581.59
2021-01-25,3271668475299.528,,1178413323500.53
2021-01-26,3212874404334.221,,1277767590496.57
2021-01-27,3193947453101.0303,749181167559.3304,3427343728950.17
2021-01-28,3169195636511.9775,773707149463.5602,1169290249569.46
2021-01-29,3341606003856.417,762192274121.7286,1156666231673.14
2021-01-30,3365971885111.6665,813097018057.2224,1539563390129.03
2021-01-31,3246580701617.7876,833149173543.5262,1772989255458.14
2021-02-01,3289905926060.125,781405740637.5391,1242266256876.77
2021-02-02,3594288648484.3057,768893311711.5829,1212552788599.35
2021-02-03,3103315700289.2803,706227678762.7808,951031246624.72
2021-02-04,2913912793484.8364,778745921131.9795,1123130823093.41
2021-02-05,2734307659311.7163,,1205945416036.06
2021-02-06,2909649931532.474,740400763694.6152,1543604649935.75
2021-02-07,3345036897506.318,756924264872.4822,1713701253033.85
2021-02-08,3175491318178.3145,,1201799228908.41
2021-02-09,3392927547959.2227,737558016549.7931,1135106072733.65
2021-02-10,3198530693123.694,736428080514.4524,1227630317621.56
2021-02-11,3180549558222.655,693354480564.6018,1220435920394.07
2021-02-12,2970770675013.0293,702396972058.047,1458645560683.14
2021-02-13,3046799926430.602,772238195226.1497,1723764158241.05
2021-02-14,3213497074575.765,747290966089.4067,1653591858798.75
2021-02-15,3242594212124.27,754805424901.0969,1188468174883.55
2021-02-16,2999899632957.3057,779172656526.394,1100505059714.05
2021-02-17,3021279995851.9023,737028588576.9971,1435970192929.42
2021-02-18,2952376626097.312,771622735026.6189,1440176930775.33
2021-02-19,2697033853506.2573,704042306318.3865,1179492441797.41
2021-02-20,3059947733884.4385,751537355439.4287,1280857360179.88
2021-02-21,3181513381660.1255,734973698361.6873,1821046436542.2
2021-02-22,3227161019356.696,810045904476.6382,1361236112144.65
2021-02-23,3283063120857.417,833105850538.8018,1157296878697.51
2021-02-24,3074753403309.6562,813851073356.9043,1250296593397.52
2021-02-25,3100003313176.795,783717256478.6277,1186566722342.95
2021-02-26,3053016540721.39,772729535089.4343,1268694926626.89
2021-02-27,3267784473847.9575,841724056788.2312,1529333121948.67
2021-02-28,3523945191077.172,816541767976.0945,1584226332942.01
2021-03-01,3707292489806.8774,822993502302.8293,1070967306721.93
2021-03-02,3209418422668.058,804669949038.104,1196444329279.2
2021-03-03,3165694036549.5127,749037828919.446,1345944674966.22
2021-03-04,2831889125553.041,752371718695.6244,1050561347557.57
2021-03-05,3241107454246.301,742186019617.8038,1266530124579.48
2021-03-06,3386834418220.107,844058268941.4999,1880419431444.14
2021-03-07,3262991587601.8945,917169595492.3291,1753368021339.2
2021-03-08,3477632442090.1816,773585017261.0834,1095149168888.74
2021-03-09,3389237778549.7656,787572819448.6877,1045643318015.13
2021-03-10,2953181460547.4507,828905121234.204,1269798172026.84
2021-03-11,3253525674446.751,808592036872.7898,1188945616357.82
2021-03-12,2993814162439.457,823301154682.2422,1410129082699.3
2021-03-13,3297879077342.0967,879333915235.863,1740502377234.01
2021-03-14,3264608636940.898,835840169691.5331,1738687335143.42
2021-03-15,3479227517497.66,814649179947.3075,1445310656973.42
2021-03-16,3076756185667.114,890716904848.3617,1306110910542.81
2021-03-17,3141235035077.926,881184030975.8132,1112007734039.5
2021-03-18,3290428733854.7534,807380650474.8525,1241129577524.86
2021-03-19,2937593758744.003,839236956119.3083,1360858051302.24
2021-03-20,3220176262489.2373,817715057749.7112,1447366766581.84
2021-03-21,3701282038325.174,856235892317.8236,1546057383815.49
2021-03-22,3302242140521.626,764512814479.1017,1335430036799.72
2021-03-23,3069421977476.5244,850644550450.3312,1476627574111.98
2021-03-24,3412174836128.143,850285992845.0503,1198541538141.28
2021-03-25,3119886616873.6587,843385389953.8915,1026714934561.76
2021-03-26,3434018653309.505,810382977391.2004,1309352758631.26
2021-03-27,4115907231240.3125,917207136415.373,1456846977543.41
2021-03-28,4255078769423.7686,934290212307.1737,1762502105496.2
2021-03-29,5999619371294.655,851147621494.2081,1483439238413.2
2021-03-30,3724578059143.9136,868461957415.7838,1387731956122.89
2021-03-31,3752919396649.5293,903443674939.8024,1061102668627.13
2021-04-01,3934833297266.2715,,1170602020751.45
2021-04-02,3507260965917.6865,,1304513506079.96
2021-04-03,4160688953784.5483,981184707081.5334,1497192175612.77
2021-04-04,4302131054936.9,923298346227.2931,1289915608018.34
2021-04-05,4475728451087.735,992190141758.9552,983995350059.45
2021-04-06,4041696581243.712,920877258484.2096,1909865844329.25
2021-04-07,4188847170878.688,922986435395.264,1024436349142.88
2021-04-08,3828883494409.244,936535447420.8383,1069167120937.76
2021-04-09,4297663943175.793,939143677816.6875,1106748569051.5
2021-04-10,4546799384295.296,1055709912081.1311,1427425426711.06
2021-04-11,4429963750125.376,1039241686011.414,1463702893925.46
2021-04-12,4593786254689.888,1003558636968.1176,1049573723779.11
2021-04-13,4380824164817.2197,1021715936451.5815,1152087264951.62
2021-04-14,4046129057384.7754,1009886515481.6237,824447330370.13
2021-04-15,4319310910813.998,1040866912438.152,905683297016.41
2021-04-16,4111608328175.066,1038514078060.9767,1024340730913.01
2021-04-17,4359810594248.8613,1141610439916.1672,1401910831562.53
2021-04-18,4644996877107.81,1124365656970.7214,1291107874904.62
2021-04-19,4665674403289.622,944294999428.0205,878274196429.53
2021-04-20,4178237874588.683,1146788229207.6953,971502756752.63
2021-04-21,3909654699566.526,1145892382329.8142,994519998140.64
2021-04-22,3922120315518.4546,1241712699944.259,1047883653587.79
2021-04-23,4527392082256.718,1130912139959.5889,1234152590407.17
2021-04-24,4460104720112.796,1225032719526.326,1361938974678.05
2021-04-25,5712285639783.185,1173384359455.3142,1103691195032.3
2021-04-26,5010262887753.0205,1166210794474.0945,909764969328.2
2021-04-27,5105311525775.442,1238575785238.25,998586778811.84
2021-04-28,3674089856399.0254,1243200529130.634,1065239061775.02
2021-04-29,4037610069961.783,1272797795131.535,886251815279.61
2021-04-30,4504239535694.977,1208505266288.603,917459759229.43
2021-05-01,3787096468035.8647,1273070727564.8684,1185869767127.67
2021-05-02,4345933672953.7246,1216097233091.5342,1228495727652.88
2021-05-03,3754752902080.6045,1124761133790.293,935197712388.39
2021-05-04,3466493711407.6562,1137022590798.906,910008902750.03
2021-05-05,3139272529085.0356,1133075859654.6118,1042438861547.34
2021-05-06,3308846073990.5405,1107978389425.6702,947828548327.89
2021-05-07,2967906493660.776,1081623199137.0283,1141458320715.64
2021-05-08,3208933917000.0967,1227164539958.537,1173761660971.86
2021-05-09,3042213039108.5503,1069835672850.308,1023664981494.36
2021-05-10,3240198939720.096,1211480764530.0107,1020556965030.76
2021-05-11,2860987704933.073,1111912523271.7844,903543081769.15
2021-05-12,2667616652918.9116,1194375097162.532,757956714127.92
2021-05-13,2795491454429.031,1162530711176.515,962959797003.77
2021-05-14,2737233927772.2544,1043278573287.7711,901397968348.18
2021-05-15,2720006858460.7935,1073807690214.3285,1398219009043.73
2021-05-16,3118515290830.1875,1054342805679.9508,1288541649210.98
2021-05-17,2787586971873.4043,1063801255727.8276,867620628238.82
2021-05-18,3016835248138.6343,1054004066017.4358,1109679425416.1
2021-05-19,2549589965540.5205,1010726699863.6667,854972510859.62
2021-05-20,2605281259349.592,943866104085.0461,930383441631.59
2021-05-21,2443359079160.0547,1009638800815.769,948631196593.68
2021-05-22,2475273146918.415,1068274341925.4653,1369435449078.77
2021-05-23,3135132771533.546,1028760133313.962,1275258497787.01
2021-05-24,2903891058345.633,983712231156.618,1024242718014.96
2021-05-25,3140149102419.3213,1034559492393.4773,760442670847.65
2021-05-26,2757759904822.8125,1008837271486.8782,918812844847.32
2021-05-27,3005867926343.317,1022671575028.7299,757012068997.04
2021-05-28,2759327101038.757,1012741440861.1204,1069030506226.49
2021-05-29,2758389985412.0874,1096343075921.934,1033583389074.27
2021-05-30,2822666390137.136,1042173529099.0133,1049771965746.64
2021-05-31,2585188932766.0366,998783382302.31,829140519079.92
2021-06-01,2462075640821.0967,933922908940.4972,815747698251.55
2021-06-02,2339520028403.5107,975875123757.2319,714453769819.93
2021-06-03,2417010404016.7583,1000441076139.1736,815205644617.61
2021-06-04,2300745410427.5977,1002082543562.2363,895665189593.47
2021-06-05,2489883371310.7866,1058913771710.9753,1419208591557.89
2021-06-06,2626752017029.6133,1041924392780.4406,1173477982004.29
2021-06-07,2515486362958.2095,957771102301.3898,864037661774.82
2021-06-08,2293183852927.3843,930461766575.6458,948549657151.08
2021-06-09,2230060491388.562,996368709405.8801,891491489106.99
2021-06-10,2260179319649.7935,876650492063.5806,853419683119.29
